sku_id,sku_name,week_start,demand_units,data_label
SKU-1002,Beta Component B,2023-12-25,202,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-01-01,176,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-01-08,195,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-01-15,172,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-01-22,163,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-01-29,170,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-02-05,177,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-02-12,231,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-02-19,181,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-02-26,213,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-03-04,183,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-03-11,217,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-03-18,208,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-03-25,199,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-04-01,201,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-04-08,190,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-04-15,209,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-04-22,192,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-04-29,176,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-05-06,173,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-05-13,197,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-05-20,220,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-05-27,191,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-06-03,183,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-06-10,187,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-06-17,202,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-06-24,178,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-07-01,163,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-07-08,187,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-07-15,171,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-07-22,187,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-07-29,160,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-08-05,131,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-08-12,125,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-08-19,177,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-08-26,176,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-09-02,140,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-09-09,134,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-09-16,166,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-09-23,119,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-09-30,123,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-10-07,151,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-10-14,133,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-10-21,141,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-10-28,139,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-11-04,150,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-11-11,171,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-11-18,150,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-11-25,163,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-12-02,117,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-12-09,156,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-12-16,145,DEMO_SAMPLE
SKU-1002,Beta Component B,2024-12-23,142,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-01-02,84,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-01-09,94,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-01-16,111,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-01-23,87,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-01-30,106,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-02-06,102,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-02-13,106,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-02-20,124,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-02-27,120,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-03-06,131,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-03-13,115,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-03-20,109,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-03-27,115,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-04-03,121,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-04-10,120,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-04-17,105,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-04-24,118,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-05-01,119,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-05-08,145,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-05-15,136,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-05-22,101,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-05-29,106,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-06-05,89,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-06-12,98,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-06-19,106,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-06-26,114,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-07-03,88,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-07-10,87,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-07-17,66,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-07-24,88,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-07-31,74,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-08-07,79,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-08-14,72,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-08-21,80,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-08-28,59,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-09-04,61,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-09-11,103,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-09-18,61,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-09-25,63,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-10-02,98,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-10-09,111,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-10-16,63,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-10-23,73,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-10-30,83,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-11-06,101,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-11-13,70,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-11-20,81,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-11-27,96,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-12-04,94,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-12-11,87,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-12-18,92,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2023-12-25,80,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-01-01,96,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-01-08,99,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-01-15,107,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-01-22,101,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-01-29,115,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-02-05,124,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-02-12,116,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-02-19,120,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-02-26,119,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-03-04,119,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-03-11,112,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-03-18,125,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-03-25,121,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-04-01,147,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-04-08,141,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-04-15,126,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-04-22,112,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-04-29,107,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-05-06,133,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-05-13,120,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-05-20,121,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-05-27,92,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-06-03,122,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-06-10,114,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-06-17,93,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-06-24,98,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-07-01,104,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-07-08,99,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-07-15,93,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-07-22,92,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-07-29,88,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-08-05,91,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-08-12,105,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-08-19,55,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-08-26,81,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-09-02,85,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-09-09,85,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-09-16,76,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-09-23,59,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-09-30,84,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-10-07,101,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-10-14,63,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-10-21,92,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-10-28,79,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-11-04,84,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-11-11,74,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-11-18,84,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-11-25,106,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-12-02,100,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-12-09,116,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-12-16,112,DEMO_SAMPLE
SKU-1003,Gamma Assembly C,2024-12-23,106,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-01-02,298,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-01-09,275,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-01-16,288,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-01-23,268,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-01-30,281,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-02-06,268,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-02-13,309,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-02-20,265,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-02-27,312,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-03-06,293,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-03-13,325,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-03-20,318,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-03-27,342,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-04-03,319,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-04-10,268,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-04-17,300,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-04-24,275,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-05-01,287,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-05-08,330,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-05-15,308,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-05-22,275,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-05-29,265,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-06-05,284,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-06-12,252,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-06-19,260,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-06-26,277,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-07-03,291,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-07-10,274,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-07-17,206,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-07-24,258,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-07-31,249,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-08-07,253,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-08-14,275,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-08-21,191,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-08-28,221,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-09-04,245,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-09-11,195,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-09-18,261,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-09-25,236,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-10-02,246,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-10-09,216,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-10-16,247,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-10-23,255,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-10-30,238,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-11-06,241,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-11-13,245,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-11-20,224,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-11-27,243,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-12-04,248,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-12-11,264,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-12-18,282,DEMO_SAMPLE
SKU-1004,Delta Spare D,2023-12-25,242,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-01-01,268,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-01-08,308,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-01-15,264,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-01-22,267,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-01-29,294,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-02-05,313,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-02-12,298,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-02-19,331,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-02-26,324,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-03-04,326,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-03-11,322,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-03-18,363,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-03-25,308,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-04-01,269,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-04-08,348,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-04-15,302,DEMO_SAMPLE
SKU-1004,Delta Spare D,2024-04-22,313,DEMO_SAMPLE
